2018600001,1248
2018600001,1759
2018600001,1760
2018600001,2680
2018600001,2681
2018600001,3546
2018600001,3547
2018600001,3621
2018600001,3622
2018600001,4661
2018600001,4662
2018600001,4733
2018600001,4734
2018600001,5125
2018600001,5126
2018600001,5482
2018600001,5483
2018600001,5952
2018600001,5953
2018600001,6178
2018600001,6179
2018600001,6466
2018600001,6467
2018600001,7797
2018600001,7798
2018600001,8439
2018600001,8440
2018600001,9509
2018600001,9510
2018600001,9816
2018600001,9817
2018600001,10220
2018600001,10221
2018600001,10251
2018600001,10252
2018600001,11109
2018600001,11110
2018600001,11895
2018600001,11896
2018600001,12991
2018600001,12992
2018600001,13325
2018600001,13326
2018600001,13836
2018600001,13837
2018600001,14058
2018600001,14059
2018600001,14248
2018600001,14249
2018600001,14531
2018600001,14532
2018600001,15111
2018600001,15112
2018600001,15428
2018600001,15429
2018600001,15751
2018600001,15752
2018600001,15819
2018600001,15820
2018600001,15923
2018600001,15924
2018600001,15948
2018600001,15949
2018600001,16354
2018600001,16355
2018600001,16726
2018600001,16727
2018600001,17220
2018600001,17221
2018600001,18153
2018600001,18154
2018600001,18450
2018600001,18451
2018600001,19131
2018600001,19132
2018600001,19168
2018600001,19169
2018600001,19251
2018600001,19252
2018600001,20292
2018600001,20293
2018600001,21169
2018600001,21170
2018600001,21393
2018600001,21394
2018600001,21630
2018600001,21631
2018600001,21758
2018600001,21759
2018600001,22904
2018600001,22905
2018600001,23683
2018600001,23684
2018600001,23710
2018600001,23711
2018600001,23896
2018600001,23897
2018600001,24052
2018600001,24053
2018600001,24493
2018600001,24494
2018600001,24557
2018600001,24558
2018600001,24570
2018600001,24571
2018600001,24702
2018600001,24703
2018600001,24757
2018600001,24758
2018600001,25140
2018600001,25141
2018600001,25202
2018600001,25203
2018600001,25368
2018600001,25369
2018600001,25944
2018600001,25945
2018600001,26461
2018600001,26462
2018600001,27250
2018600001,27251
2018600001,27336
2018600001,27337
2018600001,27684
2018600001,27685
2018600001,27770
2018600001,27771
2018600001,27978
2018600001,27979
2018600001,29179
2018600001,29180
2018600001,29202
2018600001,29203
2018600001,29679
2018600001,29680
2018600001,1264936
2018600001,30567
2018600001,30568
2018600001,31106
2018600001,31107
2018600001,31755
2018600001,31756
2018600001,32599
2018600001,32600
2018600001,32606
2018600001,32607
2018600001,33909
2018600001,33910
2018600001,34191
2018600001,34192
2018600001,34214
2018600001,34215
2018600001,34928
2018600001,34929
2018600001,35165
2018600001,35166
2018600001,35542
2018600001,35543
2018600001,35803
2018600001,35804
2018600001,36004
2018600001,36005
2018600001,36560
2018600001,36561
2018600001,36825
2018600001,36826
2018600001,37424
2018600001,37425
2018600001,37546
2018600001,37547
2018600001,39470
2018600001,39471
2018600001,40841
2018600001,40842
2018600001,41656
2018600001,41657
2018600001,41823
2018600001,41824
2018600001,42464
2018600001,42465
2018600001,43927
2018600001,43928
2018600001,45678
2018600001,45679
2018600001,46002
2018600001,46003
2018600001,46209
2018600001,46210
2018600001,47186
2018600001,47187
2018600001,47610
2018600001,47611
2018600001,47712
2018600001,47713
2018600001,48639
2018600001,48640
2018600001,48960
2018600001,48961
2018600001,49051
2018600001,49052
2018600001,49651
2018600001,49652
2018600001,49812
2018600001,49813
2018600001,49923
2018600001,49924
2018600001,49966
2018600001,49967
2018600001,50071
2018600001,50072
2018600001,975
2018600001,50387
2018600001,50388
2018600001,50540
2018600001,50541
2018600001,50600
2018600001,50601
2018600001,50705
2018600001,50706
2018600001,50872
2018600001,50873
2018600001,51386
2018600001,51387
2018600001,51439
2018600001,51440
2018600001,51873
2018600001,51874
2018600001,52255
2018600001,52256
2018600001,52350
2018600001,52351
2018600001,52606
2018600001,52607
2018600001,52780
2018600001,52781
2018600001,52805
2018600001,52806
2018600001,53077
2018600001,53078
2018600001,53194
2018600001,53195
2018600001,53601
2018600001,53602
2018600001,54006
2018600001,54007
2018600001,54160
2018600001,54161
2018600001,54980
2018600001,54981
2018600001,55116
2018600001,55117
2018600001,55270
2018600001,55271
2018600001,1247
2018600001,55648
2018600001,55649
2018600001,56467
2018600001,56468
2018600001,57009
2018600001,57010
